Nom de la société,Secteur d'activité,Taille de l'entreprise,Catégorie,Année de fondation,Adresse,Lien webs
MEZZO,call center / télévente,Plus de 500 employés,Société privée étrangère,2005,"12 Rue de l'électricité  ZI La Charguia, Ariana Ville, Ariana, 2035 Tunisie",http://www.somezzo.com
CRIT,recrutement / ressources humaines,Entre 20 et 100 employés,Société privée étrangère,,"05 Place Pasteur; Belvédère, tunis, Tunis, 1002 Tunisie",http://www.crit-tunisie.net
FILIASSUR TUNISIE,banque / finance / assurances,Entre 200 et 500 employés,Société privée étrangère,2006,"51 Rue des entrepreneurs,  LA CHARGUIA II, Ariana Ville, Ariana, 2035 Tunisie",https://www.facebook.com/FiliassurTunisie
ARMATIS TUNIS,call center / télévente,Entre 200 et 500 employés,Société privée étrangère,2006,"charguia  II, Ariana Ville, Ariana, 2035 Tunisie",https://emploi.armatis.com/
POULINA GROUP HOLDING,agriculture / agro-alimentaire / environnement,Plus de 500 employés,Société privée locale,,"G.P 1 Km 12 Ez-Zahra, Ezzahra, Ben Arous, 2034 Tunisie",
OUTSOURCIA,call center / télévente,Plus de 500 employés,Société privée étrangère,2006,"6 Rue des entrepreneurs, Charguia 2, La Soukra, Ariana, 2035 Tunisie",http://www.phoneact.com
ECG ASSURANCES,call center / télévente,Entre 100 et 200 employés,Société privée étrangère,2006,"15 Rue d'Irak Lafayette, Centre ville, Tunis, 1002 Tunisie",http://ecg-recrutement.com/taxonomy/term/1
BENETTON,artisanat / textile / cuir,Plus de 500 employés,Société privée étrangère,1994,"Rte de Sousse Oued Hamdoun, Sahline, Monastir, 5012 Tunisie",
SCET TUNISIE,consulting / étude / stratégie,Entre 100 et 200 employés,Société privée locale,,"2 rue Sahab Ibn Abbad, Cité Jardins - 1002 Tunis Belvédère - BP 16, 1002 Tunis, Cite El Khadra, Tunis, 1002 Tunisie",
FAURECIA INFORMATIQUE TUNISIE - FIT,informatique / télécoms,Entre 20 et 100 employés,Société privée étrangère,,"Centre Urbain Nord, Imm Cercle des bureaux, 7ème étage B7, Ariana Ville, Ariana, 2088 Tunisie",http://www.faurecia.com
SPB ISC,banque / finance / assurances,Entre 200 et 500 employés,Société privée étrangère,2007,"14, rue 8612 Zone Industrielle Charguia I 2035., Ariana Ville, Ariana, 2035 Tunisie",http://www.spb.eu
Manpower,recrutement / ressources humaines,Entre 20 et 100 employés,Société privée étrangère,,"Bizerte, Bizerte, Sfax, 1000 Tunisie",
Manpower,recrutement / ressources humaines,Entre 20 et 100 employés,Société privée étrangère,,"Bizerte, Bizerte, Bizerte, 1000 Tunisie",
ELEONETECH,électronique / électricité / énergie,Entre 200 et 500 employés,Société privée locale,,"El Azib - Menzel Djemil km9 Bizerte., El Alia, Bizerte, 7026 Tunisie",http://www.onetech-group.com/
OZEOL.,commerce / vente / distribution,Entre 200 et 500 employés,Société privée étrangère,2010,"Sousse, sahloul 4, Immeuble « Victory » Rue Safia Farhat à Salhoul 3 derrière café & Resto ""Matignon, Sousse Jaouhara, Sousse, 4054 Tunisie",http://www.ozeol.com/
PHARMAGHREB,santé / paramédical / optique,Entre 200 et 500 employés,Société privée locale,1987,"39, RUE DES ENTREPRENEURS CHARGUIA II 2080 ARIANA, Ariana Ville, Ariana, 2080 Tunisie",
GROUPE SOTUPA,commerce / vente / distribution,Plus de 500 employés,Société privée locale,1970,"Adresse : 52, Rue 8601 ZI CHARGUIA 1 - BP194, Tunis, Tunis, 1080 Tunisie",http://www.sotupa.com
ACTIVE CONTACT,call center / télévente,Entre 200 et 500 employés,Société privée locale,2006,"2 Rue de Guinée, Centre ville, Tunis, 1002 Tunisie",http://www.activecontact.fr
ALMAVIVA,call center / télévente,Entre 200 et 500 employés,Société privée étrangère,,"6 Rue du Métal Charguia 2 - Tunis Carthage, Cite El Khadra, Tunis, 2035 Tunisie",
DOMELEC,électronique / électricité / énergie,Entre 20 et 100 employés,Société privée locale,2008,"Charguia 1, Cite El Khadra, Tunis, 2046 Tunisie",http://www.domelec-tn.com
DOMOTECH,industrie électro-mécaniques,Entre 20 et 100 employés,Société privée locale,,"17 RUE DES AGHLABITES SUR BOULEVARD 7 NOVEMBRE, tunis, Tunis, 1004 Tunisie",
ETAI TUNISIE/INFOPRO DIGITAL,communication / publicité / média,Entre 200 et 500 employés,Société privée étrangère,,"13 BIS RUE DES ENTREPRENEURS .CHARGUIA 2 .TUNIS CARTHAGE, La Soukra, Ariana, 2035 Tunisie",http://www.infopro-digital.com/
CPN,enseignement / formation / puériculture,Moins de 20 employés,Société privée locale,2000,"228 rue 20 mars imm youssef gam, None, Sousse, 4070 Tunisie",http://www.cpn.tn
GOÛTINEL,agriculture / agro-alimentaire / environnement,Entre 20 et 100 employés,Société privée locale,,"Charguia 2, La Soukra, Ariana, 2035 Tunisie",http://www.goutinel.com
CONCENTRIX,call center / télévente,Plus de 500 employés,Société privée étrangère,2004,"CHARGUIA2 , 16 RUE DES MÉTIERS, La Soukra, Ariana, 2035 Tunisie",http://www.concentrix.com
METOS,call center / télévente,Entre 200 et 500 employés,Société privée étrangère,2006,"Rue de la clarté, El Omrane Superieur, Tunis, 2062 Tunisie",http://www.coriolis-service.fr/
HUTCHINSON,industrie électro-mécaniques,Plus de 500 employés,Société privée étrangère,2009,"ZI Sidi Abdelhamid, 4061, Sousse, Sousse Ville, Sousse, 4061 Tunisie",https://www.hutchinson.com/fr
EVERIENCE,informatique / télécoms,Plus de 500 employés,Société privée étrangère,1994,"21 rue Jérusalem, SANA Business Center, Centre ville, Tunis, 1002 Tunisie",http://www.everience.com
TANIS,call center / télévente,Entre 100 et 200 employés,Société privée étrangère,,"15 rue des entrepreneurs Zone industrielle Charguia 2, Ariana Ville, Ariana, 2035 Tunisie",
MANPOWER PROFESSIONAL,recrutement / ressources humaines,Entre 100 et 200 employés,Société privée étrangère,,"tunis, La Marsa, Tunis, 1032 Tunisie",
SOQUIBAT,commerce / vente / distribution,Entre 100 et 200 employés,Société privée locale,,"6 RUE SANHAJA BORJ LOUZIR ARIANA, Ariana Ville, Ariana, 2073 Tunisie",http://WWW.SOQUIBAT.COM.TN
UNIMED,santé / paramédical / optique,Plus de 500 employés,Société privée étrangère,,"kalaa kebira, Sousse Ville, Sousse, 4060 Tunisie",
TELEPERFORMANCE,informatique / télécoms,Plus de 500 employés,Société privée étrangère,,"Kheireddine Pacha, Cite El Khadra, Tunis, 1002 Tunisie",http://www.teleperformance.com
ERNST & YOUNG,comptabilité / gestion / audit,Plus de 500 employés,Société privée locale,,"EY Tower, Avenue fadhel Ben Achour Centre Urbain Nord, Cite El Khadra, Tunis, 1003 Tunisie",https://careers.ey.com/ey/search/?createNewAlert=false&q=Tunisia&locationsearch=&optionsFacetsDD_country=&optionsFacetsDD_customfield1=&optionsFacetsDD_customfield3=
ADVANCIA TELESERVICES,call center / télévente,Plus de 500 employés,Société privée étrangère,,"Zone d'activité Khereddine, Lot 2216, 2015 Le Kram Tunis – Tunisie, La Goulette, Tunis, 2015 Tunisie",
MAHA MODEN,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"ROUTE KAID MOHAMED IMM BEN HMADOU SFAX, None, Sfax, 3092 Tunisie",
SOTUBI,agriculture / agro-alimentaire / environnement,Plus de 500 employés,Société privée locale,,"66 AV HABIB BOURGUIBA MEGRINE, BEN AROUS, Ben Arous, 2033 Tunisie",
IAT,agriculture / agro-alimentaire / environnement,Plus de 500 employés,Société privée locale,1998,"I.A.T. – Route de Khélidia – 1135  Nâssen, Fouchana, Ben Arous, 1135 Tunisie",
BOUCHAMAOUI INDUSTRIES,électronique / électricité / énergie,Plus de 500 employés,Société privée locale,,"55 rue 8600 zone industriel Charguia 1, Ariana Ville, Ariana, 2035 Tunisie",http://www.bouchamaoui.net
SOCIETE MAGASIN GENERAL,commerce / vente / distribution,Plus de 500 employés,Société privée locale,,"28 rue Mustapha Kamel Ataturk, Centre ville, Tunis, 1001 Tunisie",
DOUBLETRADE TUNISIE,informatique / télécoms,Entre 20 et 100 employés,Société privée étrangère,,"20, avenue Kheireddine Pacha Tunis, , Tunis, 1002 Tunisie",
Voyage associatif,tourisme / hôtellerie / restauration / loisirs,Moins de 20 employés,Société privée locale,,"12 rue IBn el jazzar, Moknine, Monastir, 5050 Tunisie",
HR HOUSE INTERNATIONAL,recrutement / ressources humaines,Moins de 20 employés,Société privée étrangère,,"01, Rue Taieb BEN ALI  - El Menzah 9, El Menzah, Tunis, 1013 Tunisie",
SAH,autres,Plus de 500 employés,Société privée locale,1995,"5 Rue 8610 Zone Ind. Charguia I – 2035 Tunis-Carthage Tunisie, Ariana Ville, Ariana, 2035 Tunisie",
OWLIANCE TUNISIE,informatique / télécoms,Entre 100 et 200 employés,Société privée locale,2006,"ZI CHOTRANA, Ariana, Raoued, Ariana, 2035 Tunisie",http://www.owliance.com
AZIZA,commerce / vente / distribution,Plus de 500 employés,Société privée locale,,"Ben Arous, Ben Arous, Ben Arous, 2013 Tunisie",
TRANSCOM,call center / télévente,Plus de 500 employés,Société privée étrangère,2005,"Immeuble LLoyed lot B1, Angle Avenue Med fadhel Ben Achour & Rue Ahmed Hamza Centre Urbain Nord 1080, Cite El Khadra, Tunis, 2035 Tunisie",
TELEC ENGINEERING,électronique / électricité / énergie,Moins de 20 employés,Société privée locale,,"Appartement A6 Diar El Manar  Rue Malaga El Manar 1    2092  Tunis – Tunisie   , , Tunis, 2042 Tunisie",http://www.be-telec.com
WNC,autres,Moins de 20 employés,Société privée étrangère,,"rue fares EL KOURI, Centre ville, Tunis, 1001 Tunisie",
EMCO,électronique / électricité / énergie,Entre 20 et 100 employés,Société privée locale,,"Centre urbain Nord Residence Essalemen B3, Cite El Khadra, Tunis, 1003 Tunisie",
ECC-MAZARS,consulting / étude / stratégie,Entre 100 et 200 employés,Société privée locale,1996,"Les Berges du Lac, El Menzah, Tunis, 1053 Tunisie",
ONETECH HOLDING,informatique / télécoms,Plus de 500 employés,Société privée locale,,"Les Berges du Lac - Cité El Khalij Rue Loch Ness - Immeuble Les Arcades Tour A-BP 41 1053 Tunis Cede, La Marsa, Tunis, 1053 Tunisie",
HEMODIA,santé / paramédical / optique,Entre 200 et 500 employés,Société privée étrangère,1985,"23-25, Rue Ibn El Jazzar 2046 - Sidi Daoud, La Marsa, Tunis, 2046 Tunisie",
PROWAY CONSULTING,comptabilité / gestion / audit,Entre 20 et 100 employés,Société privée locale,2007,"13 Bis. Imp N°4-Rue Mohieddine El Klibi Manar 2, El Menzah, Tunis, 2092 Tunisie",http://www.prowayg.com/index.php
ADVANS TUNISIE MICROFINANCE,banque / finance / assurances,Entre 20 et 100 employés,Société privée locale,2013,"10 Rue de Grèce , Centre ville, Tunis, 1003 Tunisie",http://www.advanstunisie.com
MOUL PROTECTION,autres,Moins de 20 employés,Société privée locale,,"33 AV HABIB BOURGUIBA 4EME ETAGE N°5, TUNIS, Tunis, 1001 Tunisie",
TANIT TRADING,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"TAHAR SFAR AVE, NABEUL, Nabeul, 8011 Tunisie",
FIFTY FIVE CONSULTING,communication / publicité / média,Moins de 20 employés,Société privée étrangère,,"rue des mimosas, La Marsa, Tunis, 2070 Tunisie",http://www.55c.fr
TUNISIE LEASING ET FACTORING,banque / finance / assurances,Entre 100 et 200 employés,Société privée locale,1984,"CENTRE URBAIN NORD, El Menzah, Tunis, 1082 Tunisie",https://www.tlf.com.tn/
CES ENGINEERING,électronique / électricité / énergie,Moins de 20 employés,Société privée locale,2008,"Parc d'Activites Economiques de Bizerte - cite de Menzel , BIZERTE , Bizerte, 70050 Tunisie",
VOICECOM,call center / télévente,Entre 200 et 500 employés,Société privée étrangère,2008,"31 rue des entrepreneurs, charguia 2, Ariana Ville, Ariana, 2035 Tunisie",
PLASTIC ELECTROMECHANIC COMPANY PEC,industrie électro-mécaniques,Entre 200 et 500 employés,Société privée locale,2002,"32-33, Z.I. Hammam Zriba, Zaghouan, Zaghouan, 1152 Tunisie",http://www.groupepec.com
BUSINESS MANAGEMENT CONSULTING,informatique / télécoms,Entre 20 et 100 employés,Société privée locale,2001,"Les berges du lac, La Marsa, Tunis, 1054 Tunisie",http://www.bmc.com.tn/
SPECTRA DESIGN CENTER,commerce / vente / distribution,Moins de 20 employés,Société privée locale,2010,"Z.I. Le Kram  2015 LE KRAM,TUNIS, Centre ville, Tunis, 2015 Tunisie",
FERCHIOU & ASSOCIES,consulting / étude / stratégie,Entre 20 et 100 employés,Société privée locale,,"34 Place 14 Janvier, Centre ville, Tunis, 1001 Tunisie",
ECS,consulting / étude / stratégie,Entre 20 et 100 employés,Société privée locale,2003,"12 av de paris Tunis, Centre ville, Tunis, 1001 Tunisie",http://www.ecs-formation.com/
HUBER SUHNER,industrie électro-mécaniques,Plus de 500 employés,Société privée locale,,"ZI Sidi Abdelhamid, Sousse Ville, Sousse, 4061 Tunisie",http://www.hubersuhner.com/
SAMM TEST & AUTOMATION,électronique / électricité / énergie,Entre 20 et 100 employés,Société privée locale,,"lot 60 ZI CHOTRANA II, La Soukra, Ariana, 2036 Tunisie",http://www.samm-automation.com
PROACTIF CALL CENTER,call center / télévente,Entre 100 et 200 employés,Société privée étrangère,2012,"19 rue Ahmed Toulanne - Menzah 1, El Menzah, Tunis, 1004 Tunisie",http://www.proactifcallcenter.com
GROUPE JUDY,chimie / biologie / physique,Plus de 500 employés,Société privée locale,1972,"B.P. 27 Zone Industrielle Dar Chaabane El Fehry  C.P . 8011 Tunisie, Nabeul, Nabeul, 8011 Tunisie",
IPSOFT,informatique / télécoms,Moins de 20 employés,Société privée locale,,"Route menzel chaker km1 Av hatune , Sfax Ville, Sfax, 3020 Tunisie",
PROCHIDIA,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"25, Rue 8603 - Z.I. La Charguia 1, Charguia 1, Ariana, 2035 Tunisie",
TUNTEX,commerce / vente / distribution,Entre 200 et 500 employés,Société privée étrangère,,"CHARGUIA 1 , Ariana Ville, Ariana, 2035 Tunisie",
TUNISIA FLEET MANAGEMENT,informatique / télécoms,Moins de 20 employés,Société privée locale,,"19, Rue de l’Usine - ZI. Ariana Aéroport - Charguia2 -  1080 Tunis Cedex B.P.291, La Soukra, Ariana, 1080 Tunisie",
Ozone Connect,informatique / télécoms,,,,"None, None, None, None Tunisie",
TARPOFLEX,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"22, RUE MOSQUEE ERRAOUDHA KM 9 RTE DE LA SOUKRA LA SOUKRA, La Soukra, Ariana, 2036 Tunisie",http://www.tarpoflex.tn
NEXUS CONTACT CENTER,call center / télévente,Entre 200 et 500 employés,Société privée locale,,"Centre Urbain Nord, Cite El Khadra, Tunis, 1082 Tunisie",http://www.nexuscontactcenter.com
SOMEM,autres,Entre 100 et 200 employés,Société privée locale,1989,"26, rue Amine El Abbassi, , Tunis, 1002 Tunisie",
ATLASOFT,informatique / télécoms,Moins de 20 employés,Société privée étrangère,2002,"12, Rue Jamel Eddine AlAfghani, Centre ville, Tunis, 1002 Tunisie",http://www.winsoft-international.com
SLAMA GROUP,commerce / vente / distribution,Entre 200 et 500 employés,Société privée locale,,"1 rue du lac Toba Les Berges du Lac, TUNIS, Tunis, 1053 Tunisie",
GLOBAL SAFETY,commerce / vente / distribution,Moins de 20 employés,Société privée locale,2003,"43 bis avenue Jugurtha, Cite El Khadra, Tunis, 1082 Tunisie",
Cabinet d'Orthodontie Docteur Mohamed Ali Kaaniche,santé / paramédical / optique,,,,"None, None, None, None Tunisie",
IDEAL SANITAIRE,autres,Entre 200 et 500 employés,Société privée locale,,"BP 142 - 1135 NAASSEN, El Mourouj, Ben Arous, 1135 Tunisie",http://www.ideal-sanitaire.com
ALLINDEV,informatique / télécoms,,,,"rue 126 2 Mars girmda sfax, Sfax Ville, Sfax, 3012 Tunisie",
INSIDE,commerce / vente / distribution,Moins de 20 employés,Société privée locale,2008,"5 Rue de Cuivre Z. Ind. Ben Arous, Ben Arous, Ben Arous, 2013 Tunisie",
AXOPLAST,industrie électro-mécaniques,Entre 20 et 100 employés,Société privée locale,,"ZI Technopole Neoprak SAHLINE, Sahline, Monastir, 5012 Tunisie",
WAYCON,informatique / télécoms,Entre 20 et 100 employés,Société privée locale,,"18, Rue des entrepreneurs, Charguia II, 2035 Tunis Carthage, Carthage, Tunis, 2035 Tunisie",http://www.waycon.com
METAM,informatique / télécoms,Moins de 20 employés,Société privée étrangère,,"Cercle des bureau , centre Urbain Nord , La Soukra, Ariana, 2035 Tunisie",
CLARKE ENERGY TUNISIE SERVICE,électronique / électricité / énergie,Entre 20 et 100 employés,Société privée étrangère,,"Avenue de La Bourse Imm Al Wafa, Lac II, La Marsa, Tunis, 1053 Tunisie",
CFE TUNISIE,banque / finance / assurances,Entre 200 et 500 employés,Société privée étrangère,,"33 rue d'italie, Centre ville, Tunis, 1000 Tunisie",
KANTECH SOLUTIONS,informatique / télécoms,Moins de 20 employés,Société privée locale,,"Rue Mohammed Attia, Sousse Jaouhara, Sousse, 4072 Tunisie",
PARTNER RECRUITMENT,recrutement / ressources humaines,Moins de 20 employés,Société privée locale,2015,"29, Rue Abou TAMAM, Cite El Khadra, Tunis, 1082 Tunisie",
FARAH SA,agriculture / agro-alimentaire / environnement,Entre 20 et 100 employés,Société privée locale,,"Z.I BORJ CEDRIA BIR EL BEY, BORJ CEDRIA, Ben Arous, None Tunisie",
IXIA,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"46 RUE 8601 ZI CHARGUIA 1 2035, Centre ville, Tunis, 2035 Tunisie",
DERMSCAN,santé / paramédical / optique,Moins de 20 employés,Société privée étrangère,,"Avenue Tahar Ben Ammar E2, Centre Esthetical El Menzah 9, El Menzah, Tunis, 2092 Tunisie",
AT SERVICES,call center / télévente,Entre 20 et 100 employés,Société privée étrangère,,"1, Rue Kabbadou, La Marsa, La Marsa, Tunis, 2070 Tunisie",
MEUBLENTUB,architecture / immobilier / BTP,Entre 20 et 100 employés,Société privée locale,,"No 16 8612 impasse no 3 ZI la Charguia 1, Cite El Khadra, Tunis, 2035 Tunisie",
ASSURANCE MAGHREBIA,banque / finance / assurances,Entre 200 et 500 employés,Société privée locale,,"64, rue de palestine 1002 tunis, Centre ville, Tunis, 1002 Tunisie",
ARGANIA DISTRIBUTION,commerce / vente / distribution,Entre 200 et 500 employés,Société privée locale,,"25 RUE 8603 ZI CHARGUIA 1, Ariana Ville, Ariana, 2035 Tunisie",
IBN AL BAYTAR HIKMA,santé / paramédical / optique,Entre 100 et 200 employés,Société privée locale,,"Avenue Habib BOURGUIBA 2020, SIDI THABET ARIANA, Sidi Thabet, Ariana, 2035 Tunisie",
MACOPHARMA,santé / paramédical / optique,Plus de 500 employés,Société privée étrangère,,"LOT 99 ZONE INDUSTRIELLE CHOTRANA II , Raoued, Ariana, 2056 Tunisie",
OASIS IMMOBILIER,architecture / immobilier / BTP,Moins de 20 employés,Société privée locale,,"168 avenue Koweit Immb ambar 2éme étage N° 13 Hammamet 8050 , Hammamet, Nabeul, 8050 Tunisie",
MBM TRADING CO,import / export,Entre 20 et 100 employés,Société privée locale,1989,"104 rue mongi slim  tunis, Bab Souika, Tunis, 1006 Tunisie",
SOCER,autres,Entre 200 et 500 employés,Société privée locale,,"1135 CHEBEDDA NAASSEN, El Mourouj, Ben Arous, 1135 Tunisie",
FORACO,industrie électro-mécaniques,Entre 20 et 100 employés,Société privée locale,2011,"Avenue Habib Bourguiba, Ras Jebel, Bizerte, 7070 Tunisie",http://www.enerpec.com
ANT,autres,Entre 100 et 200 employés,Fonction publique,,"Cité Amal, Mannouba, La Manouba, 2010 Tunisie",
MGS LOGISTICS,transport / logistique,Moins de 20 employés,Société privée locale,,"12 Rue de l'île de Rhodes Immeuble Zarrad A, 2ème étage, Apt A22 1053 Les Jardins du Lac II, Tunis,, La Goulette, Tunis, 1053 Tunisie",http://www.mgs-logistics.net
Cabinet d'Expertise & Conseil,comptabilité / gestion / audit,Moins de 20 employés,Société privée locale,,"Bloc B,Yasmine Tower Centre Urbain Nord , Cite El Khadra, Tunis, None Tunisie",
PROTECT + TUNISIE,banque / finance / assurances,Entre 20 et 100 employés,Société privée étrangère,2016,"Centre Urbain Nord, Cite El Khadra, Tunis, 1003 Tunisie",
ZITOUNA TAKAFUL,banque / finance / assurances,Plus de 500 employés,Société privée locale,,"Immeuble ZITOUNA TAKAFUL, Avenue de la Bourse, Les Jardins du Lac -1053, La Marsa, Tunis, 1053 Tunisie",
HYGIENE INDUSTRIELLE,cosmétique / parfumerie / luxe,Entre 100 et 200 employés,Société privée locale,1983,"08 rue de Tozeur Zone Industrielle Mghira, Fouchana, Ben Arous, 2082 Tunisie",http://www.hygieneindustrielle.com/
PRISMA,informatique / télécoms,Entre 20 et 100 employés,Société privée locale,,"Immeuble Byzance Bloc A Windermere، Rue du Lac Huron, Les berges du lac 1053, Tunisie, La Marsa, Tunis, 11053 Tunisie",
SOCIETE DE SUPERVISION,aéronautique / aviation / voyagiste,Entre 20 et 100 employés,Société privée locale,,"CHARGUIA, Ariana Ville, Ariana, 2035 Tunisie",
ATLAS PACKAGING,industrie électro-mécaniques,Entre 20 et 100 employés,Société privée locale,2016,"GP1 Route de Tunis Zone industrielle Akouda, Akouda, Sousse, 4011 Tunisie",http://www.atlaspack.tn
AXESS GLOBAL SERVICES,call center / télévente,Entre 20 et 100 employés,Société privée locale,,"44 rue nelson Mandela, Centre ville, Tunis, 1001 Tunisie",
SAVEUR MAGENTA,agriculture / agro-alimentaire / environnement,Entre 20 et 100 employés,Société privée locale,2012,"Zone industrielle  raoued araiana, Raoued, Ariana, 2030 Tunisie",
2C SERVICES,informatique / télécoms,Moins de 20 employés,Société privée locale,,"Pole technologique El Ghazela, Raoued, Ariana, 2080 Tunisie",
FONDINOR,industrie métalliques,Entre 100 et 200 employés,Société privée locale,,"Imm.Monaco, Av.du japon,1073 Montplaisir, Centre ville, Tunis, 1073 Tunisie",
MAZARS BPO,comptabilité / gestion / audit,Entre 20 et 100 employés,Société privée étrangère,,"Rue du Lac d'Annecy, Les Berges du Lac, Carthage, Tunis, None Tunisie",
UMBRELLA FOOD CORPORATION,agriculture / agro-alimentaire / environnement,Moins de 20 employés,Société privée locale,,"RUE DE GHANA, Ben Arous, Ben Arous, None Tunisie",
ORIENTAL SNACKS,agriculture / agro-alimentaire / environnement,Entre 20 et 100 employés,Société privée locale,2009,"Z.I. Mghira  BEN AROUS, Fouchana, Ben Arous, 2082 Tunisie",
CLINIQUE DE LA LIBERTE,santé / paramédical / optique,Entre 20 et 100 employés,Société privée locale,,"134 avenue de la liberté, Centre ville, Tunis, 1002 Tunisie",
Technoquip Distribution,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"4 rue des fonderies Megrine Riadh, Megrine, Ben Arous, None Tunisie",
EHA,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"39 Av de Japon Montplaisir, Bab Bhar, Tunis, None Tunisie",
APAVE TUNISIE,autres,Entre 20 et 100 employés,Société privée locale,,"30, Rue Mohamed Badra, Bp2- Montplaisir, Ariana Ville, Ariana, 1073 Tunisie",http://www.apavetunisie.com
DELTASOFT INTERNATIONAL,informatique / télécoms,Entre 20 et 100 employés,Société privée locale,,"Av. Charles Nicolle - Rés. Maram Palace 6éme étage - El Menzah IV , El Menzah, Tunis, 1082 Tunisie",http://www.deltagroup.com.tn
SADIRA,agriculture / agro-alimentaire / environnement,Entre 200 et 500 employés,Société privée locale,,"sidi saad mornag, Mornag, Ben Arous, 2090 Tunisie",
GAMCO ENERGY,autres,Moins de 20 employés,Société privée locale,,"189 Avenue Habib Bourguiba، Nabeul 8000, Tunisie, Nabeul, Nabeul, 8000 Tunisie",
SSK EVENTS,communication / publicité / média,Entre 20 et 100 employés,Société privée locale,2012,"LA SOUKRA, La Soukra, Ariana, 2035 Tunisie",
BORAPLAST,autres,Entre 20 et 100 employés,Société privée locale,,"10 rue Kamel Atatürk ZI BEN AROUS 2013 Ben Arous Tunisie, Ben Arous, Ben Arous, 2013 Tunisie",
SOTUCHOC,agriculture / agro-alimentaire / environnement,Plus de 500 employés,Société privée locale,,"ROUTE DE KHELIDIA NAASSEN, Fouchana, Ben Arous, 2033 Tunisie",
BATTERIES NOUR,commerce / vente / distribution,Entre 100 et 200 employés,Société privée locale,,"Rte de Sousse Km 6 Megrine, Ben Arous, Ben Arous, 2033 Tunisie",
TELMAGH,électronique / électricité / énergie,Moins de 20 employés,Société privée locale,,"4 Rue Jamaleddine AL AFGHANI 1002 Tunis , Centre ville, Tunis, 1002 Tunisie",
BANK ABC,banque / finance / assurances,Entre 200 et 500 employés,Société privée étrangère,,"Bank ABC Building, Rue du Lac d'annecy Les Berges du Lac - 1053 - Tunis,Tunisia, La Marsa, Tunis, 1053 Tunisie",http://www.bank-abc.com
DATAXION,informatique / télécoms,Moins de 20 employés,Société privée locale,,"el agba, El Hrairia, Tunis, None Tunisie",
DEFONTAINE TUNISIE,industrie métalliques,Entre 100 et 200 employés,Société privée étrangère,,"Lot 55 - ZI Mghira, Fouchana, Ben Arous, 2082 Tunisie",
LUXOR,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"ZI MGHIRA, Ben Arous, Ben Arous, 1035 Tunisie",
STAFROID,électronique / électricité / énergie,Entre 20 et 100 employés,Société privée locale,,"Imm Xerox, Mansoura, Rue du Lac d'Annecy, Les Berges du Lac - 1053 Tunis, La Marsa, Tunis, 1053 Tunisie",
3STELECOMSECURITY,informatique / télécoms,Moins de 20 employés,Société privée locale,,"Avenue Hbib bourguiba ain zaghouan , Centre ville, Tunis, 2045 Tunisie",http://3sdistribution.com/
"CABINET CHAARI DE CONSEILS ""3C""",comptabilité / gestion / audit,Moins de 20 employés,Société privée locale,1997,"Avenue 18 janvier 1952 Ariana Center Bureau A 306, Ariana Ville, Ariana, 2080 Tunisie",
MCW,industrie électro-mécaniques,Entre 100 et 200 employés,Société privée étrangère,2010,"lot 28 rue jandouba z.i. meghira 2, Fouchana, Ben Arous, 2082 Tunisie",
3N-SECURE,électronique / électricité / énergie,Moins de 20 employés,Société privée locale,,"65, Avenue Habib Bourguiba, 2eme étage, Ariana Ville, Ariana, 2080 Tunisie",
BEST CONTACT,autres,Moins de 20 employés,Société privée étrangère,,"40 RUE JRISSA MEGRINE RIADH, Ben Arous, Ben Arous, None Tunisie",
DOLCE E GELATO,agriculture / agro-alimentaire / environnement,Entre 20 et 100 employés,Société privée locale,,"1 Rue de l'ussine Z.I Charguia 2, La Soukra, Ariana, None Tunisie",
MAISON INTERBOIS,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"Impasse de l'énergie solaire n°2, rue de l'energie solaire, ZI la Cahrguia 1, Cite El Khadra, Tunis, None Tunisie",
TECHNOPRO,électronique / électricité / énergie,Moins de 20 employés,Société privée locale,,"imm AMEN 3 D1 av mongi slim sakiet ezzit sfax 3021, Sakiet Ezzit, Sfax, 3021 Tunisie",
ALYS TUNISIE,informatique / télécoms,Moins de 20 employés,Société privée étrangère,,"Centre urbain Nord, Ariana Ville, Ariana, 1073 Tunisie",
ROSE BLANCHE GROUP,agriculture / agro-alimentaire / environnement,Plus de 500 employés,Société privée locale,,"Avenue Hédi Nouira, 4003, Sousse, Tunisie, Sousse Ville, Sousse, 4003 Tunisie",
PRINCE MEDICAL INDUSTRY,santé / paramédical / optique,Entre 200 et 500 employés,Société privée étrangère,,"Parc d'activités économiques de Bizerte 7000 TUNISIE, Bizerte Sud, Bizerte, 7000 Tunisie",
SCAT,industrie métalliques,Entre 20 et 100 employés,Société privée locale,,"kM6 Route de Tunis 8020 soliman BP N°18, Soliman, Nabeul, 8020 Tunisie",
